Date,Close
2006-07-05,1164.75
2006-07-06,1168.25
2006-07-07,1159.5
2006-07-10,1161.0
2006-07-11,1166.5
2006-07-12,1152.75
2006-07-13,1135.0
2006-07-14,1128.75
2006-07-17,1126.5
2006-07-18,1129.0
2006-07-19,1151.75
2006-07-20,1141.5
2006-07-21,1132.0
2006-07-24,1153.0
2006-07-25,1160.5
2006-07-26,1159.5
2006-07-27,1154.0
2006-07-28,1168.5
2006-07-31,1167.0
2006-08-01,1161.75
2006-08-02,1168.5
2006-08-03,1170.25
2006-08-04,1170.0
2006-08-07,1166.25
2006-08-08,1161.75
2006-08-09,1156.0
2006-08-10,1160.5
2006-08-11,1156.25
2006-08-14,1158.0
2006-08-15,1174.25
2006-08-16,1184.5
2006-08-17,1186.75
2006-08-18,1191.25
2006-08-21,1187.5
2006-08-22,1187.25
2006-08-23,1181.5
2006-08-24,1183.75
2006-08-25,1183.75
2006-08-28,1190.0
2006-08-29,1192.75
2006-08-30,1191.75
2006-08-31,1190.5
2006-09-01,1198.25
2006-09-05,1200.5
2006-09-06,1187.5
2006-09-07,1180.5
2006-09-08,1185.25
2006-09-11,1185.75
2006-09-12,1198.25
2006-09-13,1203.75
2006-09-14,1201.75
2006-09-15,1204.75
2006-09-18,1206.75
2006-09-19,1203.25
2006-09-20,1209.75
2006-09-21,1202.5
2006-09-22,1199.25
2006-09-25,1210.5
2006-09-26,1220.5
2006-09-27,1221.0
2006-09-28,1222.0
2006-09-29,1219.0
2006-10-02,1214.75
2006-10-03,1218.0
2006-10-04,1232.25
2006-10-05,1236.0
2006-10-06,1233.25
2006-10-09,1233.25
2006-10-10,1236.0
2006-10-11,1232.0
2006-10-12,1244.75
2006-10-13,1247.5
2006-10-16,1250.5
2006-10-17,1246.0
2006-10-18,1246.5
2006-10-19,1248.0
2006-10-20,1249.0
2006-10-23,1256.75
2006-10-24,1258.0
2006-10-25,1261.5
2006-10-26,1268.0
2006-10-27,1258.5
2006-10-30,1257.75
2006-10-31,1256.25
2006-11-01,1247.0
2006-11-02,1245.75
2006-11-03,1243.25
2006-11-06,1258.0
2006-11-07,1261.5
2006-11-08,1263.75
2006-11-09,1257.5
2006-11-10,1258.75
2006-11-13,1263.0
2006-11-14,1271.25
2006-11-15,1275.0
2006-11-16,1277.25
2006-11-17,1278.5
2006-11-20,1278.5
2006-11-21,1279.5
2006-11-22,1282.75
2006-11-27,1258.0
2006-11-28,1263.25
2006-11-29,1275.5
2006-11-30,1276.75
2006-12-01,1272.25
2006-12-04,1284.75
2006-12-05,1290.5
2006-12-06,1288.5
2006-12-07,1283.25
2006-12-08,1284.5
2006-12-11,1288.0
2006-12-12,1286.5
2006-12-13,1288.25
2006-12-14,1299.5
2006-12-15,1301.25
2006-12-18,1296.5
2006-12-19,1299.5
2006-12-20,1296.5
2006-12-21,1291.75
2006-12-22,1283.5
2006-12-26,1290.5
2006-12-27,1300.5
2006-12-28,1296.0
2006-12-29,1289.25
2007-01-03,1287.75
2007-01-04,1289.5
2007-01-05,1280.0
2007-01-08,1283.75
2007-01-09,1283.25
2007-01-10,1285.25
2007-01-11,1293.75
2007-01-12,1301.0
2007-01-16,1301.0
2007-01-17,1300.25
2007-01-18,1294.75
2007-01-19,1299.0
2007-01-22,1291.5
2007-01-23,1296.75
2007-01-24,1308.0
2007-01-25,1291.75
2007-01-26,1290.25
2007-01-29,1287.75
2007-01-30,1295.5
2007-01-31,1305.5
2007-02-01,1312.75
2007-02-02,1315.0
2007-02-05,1313.5
2007-02-06,1314.5
2007-02-07,1316.25
2007-02-08,1314.5
2007-02-09,1305.0
2007-02-12,1299.5
2007-02-13,1310.25
2007-02-14,1320.75
2007-02-15,1322.25
2007-02-16,1321.0
2007-02-20,1324.5
2007-02-21,1321.5
2007-02-22,1321.0
2007-02-23,1316.0
2007-02-26,1314.5
2007-02-27,1261.75
2007-02-28,1270.25
2007-03-01,1267.0
2007-03-02,1250.5
2007-03-05,1236.75
2007-03-06,1258.0
2007-03-07,1254.5
2007-03-08,1264.25
2007-03-09,1265.0
2007-03-12,1268.75
2007-03-13,1239.5
2007-03-14,1249.0
2007-03-15,1253.25
2007-03-16,1247.75
2007-03-19,1263.25
2007-03-20,1272.0
2007-03-21,1295.5
2007-03-22,1295.25
2007-03-23,1297.0
2007-03-26,1297.5
2007-03-27,1289.0
2007-03-28,1276.25
2007-03-29,1281.75
2007-03-30,1279.5
2007-04-02,1283.5
2007-04-03,1296.0
2007-04-04,1297.25
2007-04-05,1302.25
2007-04-09,1303.5
2007-04-10,1306.75
2007-04-11,1296.5
2007-04-12,1305.5
2007-04-13,1310.25
2007-04-16,1325.25
2007-04-17,1328.5
2007-04-18,1328.25
2007-04-19,1326.75
2007-04-20,1341.0
2007-04-23,1337.5
2007-04-24,1337.0
2007-04-25,1350.5
2007-04-26,1349.25
2007-04-27,1349.5
2007-04-30,1337.5
2007-05-01,1341.0
2007-05-02,1350.25
2007-05-03,1356.75
2007-05-04,1360.25
2007-05-07,1363.0
2007-05-08,1362.25
2007-05-09,1366.25
2007-05-10,1346.25
2007-05-11,1360.75
2007-05-14,1357.5
2007-05-15,1355.5
2007-05-16,1367.25
2007-05-17,1365.25
2007-05-18,1376.0
2007-05-21,1377.75
2007-05-22,1376.75
2007-05-23,1373.75
2007-05-24,1359.25
2007-05-25,1367.75
2007-05-29,1370.0
2007-05-30,1382.0
2007-05-31,1381.5
2007-06-01,1387.75
2007-06-04,1390.0
2007-06-05,1382.0
2007-06-06,1367.75
2007-06-07,1338.5
2007-06-08,1355.25
2007-06-11,1357.75
2007-06-12,1341.0
2007-06-13,1363.75
2007-06-14,1371.0
2007-06-15,1380.75
2007-06-18,1379.0
2007-06-19,1382.0
2007-06-20,1358.75
2007-06-21,1368.5
2007-06-22,1350.25
2007-06-25,1343.75
2007-06-26,1338.5
2007-06-27,1352.75
2007-06-28,1351.25
2007-06-29,1347.5
2007-07-02,1364.5
2007-07-05,1369.5
2007-07-06,1374.75
2007-07-09,1375.75
2007-07-10,1353.25
2007-07-11,1362.25
2007-07-12,1391.5
2007-07-13,1395.0
2007-07-16,1392.75
2007-07-17,1392.0
2007-07-18,1389.0
2007-07-19,1395.0
2007-07-20,1375.5
2007-07-23,1382.5
2007-07-24,1352.75
2007-07-25,1358.25
2007-07-26,1325.25
2007-07-27,1297.75
2007-07-30,1312.5
2007-07-31,1293.0
2007-08-01,1305.0
2007-08-02,1311.5
2007-08-03,1269.75
2007-08-06,1305.75
2007-08-07,1314.75
2007-08-08,1336.0
2007-08-09,1293.0
2007-08-10,1292.0
2007-08-13,1291.5
2007-08-14,1263.75
2007-08-15,1244.5
2007-08-16,1251.75
2007-08-17,1282.75
2007-08-20,1282.25
2007-08-21,1284.25
2007-08-22,1301.25
2007-08-23,1299.5
2007-08-24,1316.0
2007-08-27,1302.75
2007-08-28,1269.75
2007-08-29,1299.75
2007-08-30,1293.75
2007-08-31,1306.75
2007-09-04,1325.0
2007-09-05,1307.25
2007-09-06,1314.0
2007-09-07,1289.25
2007-09-10,1285.75
2007-09-11,1306.5
2007-09-12,1306.25
2007-09-13,1317.0
2007-09-14,1317.25
2007-09-17,1309.75
2007-09-18,1352.5
2007-09-19,1361.25
2007-09-20,1350.25
2007-09-21,1356.5
2007-09-24,1349.0
2007-09-25,1350.25
2007-09-26,1356.75
2007-09-27,1362.5
2007-09-28,1357.25
2007-10-01,1377.75
2007-10-02,1376.75
2007-10-03,1369.75
2007-10-04,1372.75
2007-10-05,1387.5
2007-10-08,1383.25
2007-10-09,1395.25
2007-10-10,1390.75
2007-10-11,1384.0
2007-10-12,1391.0
2007-10-15,1378.5
2007-10-16,1367.25
2007-10-17,1369.25
2007-10-18,1367.0
2007-10-19,1327.25
2007-10-22,1333.25
2007-10-23,1346.25
2007-10-24,1341.75
2007-10-25,1339.5
2007-10-26,1361.0
2007-10-29,1365.5
2007-10-30,1356.0
2007-10-31,1373.25
2007-11-01,1331.5
2007-11-02,1335.0
2007-11-05,1325.75
2007-11-06,1345.25
2007-11-07,1298.75
2007-11-08,1298.0
2007-11-09,1275.0
2007-11-12,1261.75
2007-11-13,1304.25
2007-11-14,1292.25
2007-11-15,1274.5
2007-11-16,1281.0
2007-11-19,1256.0
2007-11-20,1262.25
2007-11-21,1238.0
2007-11-26,1227.25
2007-11-27,1250.75
2007-11-28,1292.0
2007-11-29,1291.5
2007-11-30,1304.0
2007-12-03,1294.25
2007-12-04,1284.25
2007-12-05,1306.25
2007-12-06,1328.75
2007-12-07,1324.75
2007-12-10,1338.0
2007-12-11,1297.5
2007-12-12,1308.25
2007-12-13,1308.75
2007-12-14,1287.25
2007-12-17,1265.5
2007-12-18,1273.5
2007-12-19,1271.25
2007-12-20,1279.5
2007-12-21,1305.25
2007-12-26,1316.75
2007-12-27,1295.75
2007-12-28,1295.75
2007-12-31,1283.0
2008-01-02,1263.5
2008-01-03,1262.75
2008-01-04,1226.5
2008-01-07,1232.5
2008-01-08,1205.0
2008-01-09,1224.75
2008-01-10,1234.75
2008-01-11,1216.25
2008-01-14,1230.5
2008-01-15,1195.0
2008-01-16,1185.75
2008-01-17,1145.5
2008-01-18,1138.25
2008-01-22,1121.75
2008-01-23,1149.25
2008-01-24,1161.25
2008-01-25,1141.0
2008-01-28,1164.5
2008-01-29,1171.5
2008-01-30,1163.75
2008-01-31,1183.0
2008-02-01,1204.75
2008-02-04,1190.0
2008-02-05,1146.75
2008-02-06,1136.5
2008-02-07,1146.75
2008-02-08,1140.0
2008-02-11,1147.5
2008-02-12,1158.0
2008-02-13,1175.0
2008-02-14,1158.0
2008-02-15,1158.5
2008-02-19,1158.0
2008-02-20,1168.5
2008-02-21,1152.25
2008-02-22,1164.5
2008-02-25,1180.25
2008-02-26,1190.5
2008-02-27,1188.25
2008-02-28,1176.25
2008-02-29,1141.0
2008-03-03,1140.5
2008-03-04,1135.25
2008-03-05,1143.0
2008-03-06,1113.75
2008-03-07,1102.25
2008-03-10,1083.75
2008-03-11,1129.0
2008-03-12,1118.0
2008-03-13,1123.75
2008-03-14,1096.5
2008-03-17,1082.5
2008-03-18,1137.25
2008-03-19,1106.5
2008-03-20,1137.25
2008-03-24,1157.75
2008-03-25,1160.0
2008-03-26,1148.0
2008-03-27,1134.0
2008-03-28,1123.25
2008-03-31,1128.5
2008-04-01,1178.5
2008-04-02,1176.0
2008-04-03,1177.25
2008-04-04,1179.25
2008-04-07,1179.75
2008-04-08,1173.75
2008-04-09,1162.75
2008-04-10,1167.75
2008-04-11,1140.75
2008-04-14,1136.25
2008-04-15,1143.5
2008-04-16,1170.75
2008-04-17,1173.0
2008-04-18,1198.5
2008-04-21,1196.25
2008-04-22,1185.0
2008-04-23,1188.0
2008-04-24,1196.0
2008-04-25,1205.5
2008-04-28,1204.0
2008-04-29,1198.0
2008-04-30,1191.0
2008-05-01,1216.25
2008-05-02,1220.25
2008-05-05,1213.5
2008-05-06,1225.0
2008-05-07,1198.5
2008-05-08,1204.0
2008-05-09,1194.75
2008-05-12,1210.5
2008-05-13,1209.5
2008-05-14,1215.0
2008-05-15,1230.75
2008-05-16,1231.5
2008-05-19,1233.25
2008-05-20,1221.25
2008-05-21,1197.0
2008-05-22,1199.75
2008-05-23,1182.5
2008-05-27,1191.5
2008-05-28,1197.5
2008-05-29,1204.25
2008-05-30,1205.0
2008-06-02,1191.5
2008-06-03,1183.5
2008-06-04,1183.75
2008-06-05,1209.75
2008-06-06,1166.0
2008-06-09,1168.75
2008-06-10,1163.75
2008-06-11,1141.5
2008-06-12,1146.5
2008-06-13,1166.25
2008-06-16,1166.5
2008-06-17,1157.0
2008-06-18,1144.75
2008-06-19,1148.75
2008-06-20,1123.25
2008-06-23,1124.25
2008-06-24,1120.25
2008-06-25,1127.5
2008-06-26,1088.5
2008-06-27,1085.25
2008-06-30,1085.0
2008-07-01,1090.0
2008-07-02,1066.5
2008-07-07,1056.5
2008-07-08,1079.0
2008-07-09,1049.5
2008-07-10,1059.0
2008-07-11,1045.25
2008-07-14,1033.25
2008-07-15,1019.5
2008-07-16,1049.25
2008-07-17,1063.75
2008-07-18,1063.75
2008-07-21,1064.25
2008-07-22,1081.0
2008-07-23,1086.25
2008-07-24,1058.0
2008-07-25,1060.5
2008-07-28,1039.0
2008-07-29,1066.5
2008-07-30,1087.75
2008-07-31,1071.0
2008-08-01,1063.75
2008-08-04,1051.75
2008-08-05,1087.25
2008-08-06,1093.5
2008-08-07,1071.25
2008-08-08,1099.0
2008-08-11,1109.25
2008-08-12,1095.0
2008-08-13,1090.5
2008-08-14,1097.25
2008-08-15,1102.75
2008-08-18,1084.25
2008-08-19,1072.0
2008-08-20,1079.0
2008-08-21,1081.5
2008-08-22,1096.75
2008-08-25,1072.25
2008-08-26,1075.5
2008-08-27,1085.5
2008-08-28,1104.0
2008-08-29,1087.75
2008-09-02,1081.5
2008-09-03,1080.0
2008-09-04,1040.75
2008-09-05,1046.75
2008-09-08,1072.75
2008-09-09,1029.25
2008-09-10,1035.75
2008-09-11,1055.5
2008-09-12,1057.75
2008-09-15,1003.25
2008-09-16,1019.5
2008-09-17,963.25
2008-09-18,1009.25
2008-09-19,1057.0
2008-09-22,1011.5
2008-09-23,992.25
2008-09-24,994.0
2008-09-25,1019.75
2008-09-26,1022.75
2008-09-29,935.25
2008-09-30,977.25
2008-10-01,969.0
2008-10-02,922.0
2008-10-03,909.25
2008-10-06,870.75
2008-10-07,804.5
2008-10-08,791.5
2008-10-09,723.75
2008-10-10,711.0
2008-10-13,816.0
2008-10-14,805.25
2008-10-15,711.75
2008-10-16,749.75
2008-10-17,744.75
2008-10-20,789.0
2008-10-21,757.25
2008-10-22,702.75
2008-10-23,713.25
2008-10-24,677.0
2008-10-27,649.5
2008-10-28,743.75
2008-10-29,723.5
2008-10-30,756.25
2008-10-31,774.5
2008-11-03,768.25
2008-11-04,805.5
2008-11-05,754.5
2008-11-06,706.5
2008-11-07,732.5
2008-11-10,722.5
2008-11-11,700.5
2008-11-12,656.25
2008-11-13,715.75
2008-11-14,674.5
2008-11-17,653.25
2008-11-18,661.25
2008-11-19,610.25
2008-11-20,556.0
2008-11-21,603.0
2008-11-24,648.25
2008-11-25,660.0
2008-11-26,690.0
2008-12-01,619.5
2008-12-02,653.0
2008-12-03,673.5
2008-12-04,647.25
2008-12-05,679.25
2008-12-08,711.0
2008-12-09,692.25
2008-12-10,701.75
2008-12-11,677.5
2008-12-12,682.25
2008-12-15,673.0
2008-12-16,716.5
2008-12-17,707.25
2008-12-18,686.75
2008-12-19,686.25
2008-12-22,671.5
2008-12-23,663.0
2008-12-26,672.5
2008-12-29,670.25
2008-12-30,690.25
2008-12-31,703.75
2009-01-02,731.25
2009-01-05,729.5
2009-01-06,735.5
2009-01-07,707.75
2009-01-08,711.25
2009-01-09,690.5
2009-01-12,669.75
2009-01-13,670.75
2009-01-14,643.0
2009-01-15,644.5
2009-01-16,649.5
2009-01-20,605.5
2009-01-21,640.0
2009-01-22,627.25
2009-01-23,631.0
2009-01-26,637.0
2009-01-27,645.25
2009-01-28,674.0
2009-01-29,645.25
2009-01-30,626.0
2009-02-02,625.25
2009-02-03,637.5
2009-02-04,632.5
2009-02-05,645.75
2009-02-06,669.0
2009-02-09,670.75
2009-02-10,628.75
2009-02-11,635.75
2009-02-12,636.0
2009-02-13,627.0
2009-02-17,591.0
2009-02-18,589.25
2009-02-19,581.75
2009-02-20,573.0
2009-02-23,546.75
2009-02-24,574.75
2009-02-25,567.5
2009-02-26,555.25
2009-02-27,538.5
2009-03-02,504.5
2009-03-03,499.0
2009-03-04,516.0
2009-03-05,486.25
2009-03-06,487.0
2009-03-09,479.0
2009-03-10,520.75
2009-03-11,524.5
2009-03-12,553.75
2009-03-13,559.75
2009-03-16,558.0
2009-03-17,581.0
2009-03-18,597.25
2009-03-19,586.0
2009-03-20,570.25
2009-03-23,626.25
2009-03-24,609.25
2009-03-25,617.0
2009-03-26,635.0
2009-03-27,619.25
2009-03-30,591.25
2009-03-31,597.75
2009-04-01,613.25
2009-04-02,637.0
2009-04-03,645.5
2009-04-06,637.75
2009-04-07,618.5
2009-04-08,628.5
2009-04-09,661.25
2009-04-13,661.0
2009-04-14,645.75
2009-04-15,655.25
2009-04-16,668.0
2009-04-17,673.25
2009-04-20,636.5
2009-04-21,653.25
2009-04-22,647.75
2009-04-23,656.0
2009-04-24,668.75
2009-04-27,661.0
2009-04-28,658.0
2009-04-29,676.75
2009-04-30,676.5
2009-05-01,681.25
2009-05-04,711.75
2009-05-05,707.25
2009-05-06,723.75
2009-05-07,710.5
2009-05-08,733.0
2009-05-11,714.0
2009-05-12,712.5
2009-05-13,689.0
2009-05-14,696.75
2009-05-15,689.25
2009-05-18,715.0
2009-05-19,713.5
2009-05-20,708.0
2009-05-21,694.25
2009-05-22,693.0
2009-05-26,715.5
2009-05-27,699.0
2009-05-28,711.75
2009-05-29,728.5
2009-06-01,750.0
2009-06-02,750.5
2009-06-03,738.75
2009-06-04,747.75
2009-06-05,747.5
2009-06-08,745.25
2009-06-09,748.75
2009-06-10,746.0
2009-06-11,751.0
2009-06-12,753.5
2009-06-15,730.75
2009-06-16,718.5
2009-06-17,717.75
2009-06-18,723.75
2009-06-19,726.5
2009-06-22,699.5
2009-06-23,701.0
2009-06-24,707.5
2009-06-25,727.0
2009-06-26,724.5
2009-06-29,734.25
2009-06-30,727.0
2009-07-01,730.0
2009-07-02,704.5
2009-07-06,705.25
2009-07-07,687.0
2009-07-08,686.75
2009-07-09,688.5
2009-07-10,685.75
2009-07-13,707.5
2009-07-14,713.25
2009-07-15,739.75
2009-07-16,748.25
2009-07-17,747.75
2009-07-20,757.75
2009-07-21,762.0
2009-07-22,761.75
2009-07-23,783.25
2009-07-24,787.25
2009-07-27,790.0
2009-07-28,787.25
2009-07-29,783.25
2009-07-30,793.75
2009-07-31,795.0
2009-08-03,810.75
2009-08-04,813.5
2009-08-05,810.5
2009-08-06,805.25
2009-08-07,818.25
2009-08-10,816.0
2009-08-11,803.0
2009-08-12,814.5
2009-08-13,822.5
2009-08-14,813.75
2009-08-17,789.0
2009-08-18,798.5
2009-08-19,806.75
2009-08-20,816.5
2009-08-21,835.75
2009-08-24,835.75
2009-08-25,838.0
2009-08-26,838.25
2009-08-27,840.75
2009-08-28,839.75
2009-08-31,831.5
2009-09-01,808.25
2009-09-02,804.75
2009-09-03,812.75
2009-09-04,827.0
2009-09-08,835.25
2009-09-09,844.0
2009-09-10,854.25
2009-09-11,854.25
2009-09-14,859.75
2009-09-15,863.75
2009-09-16,879.5
2009-09-17,877.75
2009-09-18,878.5
2009-09-21,876.0
2009-09-22,882.25
2009-09-23,872.25
2009-09-24,861.75
2009-09-25,856.0
2009-09-28,874.25
2009-09-29,871.25
2009-09-30,866.5
2009-10-01,840.5
2009-10-02,836.25
2009-10-05,851.5
2009-10-06,866.5
2009-10-07,869.0
2009-10-08,877.25
2009-10-09,883.75
2009-10-12,888.25
2009-10-13,886.25
2009-10-14,904.5
2009-10-15,907.5
2009-10-16,900.0
2009-10-19,909.5
2009-10-20,903.0
2009-10-21,894.0
2009-10-22,904.25
2009-10-23,892.0
2009-10-26,879.5
2009-10-27,875.5
2009-10-28,855.25
2009-10-29,877.5
2009-10-30,847.25
2009-11-02,854.75
2009-11-03,857.5
2009-11-04,859.25
2009-11-05,879.25
2009-11-06,882.5
2009-11-09,906.5
2009-11-10,906.75
2009-11-11,912.0
2009-11-12,901.25
2009-11-13,907.25
2009-11-16,923.0
2009-11-17,924.5
2009-11-18,923.75
2009-11-19,909.0
2009-11-20,906.5
2009-11-23,919.75
2009-11-24,920.25
2009-11-25,924.75
2009-11-30,910.5
2009-12-01,923.25
2009-12-02,923.75
2009-12-03,915.0
2009-12-04,921.0
2009-12-07,918.5
2009-12-08,907.25
2009-12-09,910.75
2009-12-10,917.75
2009-12-11,923.25
2009-12-14,930.25
2009-12-15,924.5
2009-12-16,926.25
2009-12-17,912.75
2009-12-18,919.5
2009-12-21,930.5
2009-12-22,934.25
2009-12-23,937.0
2009-12-28,944.5
2009-12-29,943.25
2009-12-30,942.25
2009-12-31,931.0
2010-01-04,950.0
2010-01-05,952.75
2010-01-06,954.0
2010-01-07,958.75
2010-01-08,962.25
2010-01-11,963.75
2010-01-12,953.25
2010-01-13,963.0
2010-01-14,965.75
2010-01-15,953.0
2010-01-19,967.0
2010-01-20,955.5
2010-01-21,933.25
2010-01-22,908.75
2010-01-25,914.0
2010-01-26,909.5
2010-01-27,914.5
2010-01-28,902.0
2010-01-29,890.5
2010-02-01,906.5
2010-02-02,920.25
2010-02-03,914.75
2010-02-04,881.0
2010-02-05,883.5
2010-02-08,875.0
2010-02-09,888.75
2010-02-10,886.25
2010-02-11,897.25
2010-02-12,896.5
2010-02-16,913.75
2010-02-17,919.0
2010-02-18,926.0
2010-02-19,928.0
2010-02-22,927.75
2010-02-23,914.0
2010-02-24,924.5
2010-02-25,923.5
2010-02-26,924.75
2010-03-01,935.25
2010-03-02,938.0
2010-03-03,939.0
2010-03-04,942.5
2010-03-05,959.0
2010-03-08,958.75
2010-03-09,960.75
2010-03-10,966.0
2010-03-11,970.75
2010-03-12,970.5
2010-03-15,971.25
2010-03-16,980.25
2010-03-17,987.25
2010-03-18,986.5
2010-03-19,980.25
2010-03-22,986.75
2010-03-23,995.25
2010-03-24,989.0
2010-03-25,987.0
2010-03-26,987.5
2010-03-29,994.5
2010-03-30,994.75
2010-03-31,990.5
2010-04-01,999.0
2010-04-05,1008.5
2010-04-06,1010.75
2010-04-07,1004.75
2010-04-08,1008.25
2010-04-09,1016.0
2010-04-12,1018.25
2010-04-13,1019.25
2010-04-14,1032.5
2010-04-15,1034.0
2010-04-16,1014.25
2010-04-19,1019.0
2010-04-20,1029.25
2010-04-21,1027.0
2010-04-22,1030.75
2010-04-23,1038.75
2010-04-26,1034.25
2010-04-27,1005.5
2010-04-28,1014.0
2010-04-29,1029.0
2010-04-30,1009.0
2010-05-03,1024.5
2010-05-04,995.75
2010-05-05,988.75
2010-05-06,949.5
2010-05-07,933.5
2010-05-10,982.0
2010-05-11,979.0
2010-05-12,995.0
2010-05-13,980.5
2010-05-14,959.5
2010-05-17,960.0
2010-05-18,944.75
2010-05-19,938.5
2010-05-20,895.5
2010-05-21,911.25
2010-05-24,897.5
2010-05-25,898.5
2010-05-26,891.75
2010-05-27,928.25
2010-05-28,914.0
2010-06-01,895.5
2010-06-02,923.5
2010-06-03,927.25
2010-06-04,890.5
2010-06-07,875.25
2010-06-08,886.0
2010-06-09,880.5
2010-06-10,912.25
2010-06-11,917.0
2010-06-14,915.5
2010-06-15,940.0
2010-06-16,939.5
2010-06-17,941.0
2010-06-18,942.25
2010-06-21,938.75
2010-06-22,921.25
2010-06-23,917.25
2010-06-24,899.25
2010-06-25,903.75
2010-06-28,899.5
2010-06-29,867.0
2010-06-30,855.75
2010-07-01,852.5
2010-07-02,846.75
2010-07-06,853.25
2010-07-07,885.75
2010-07-08,896.25
2010-07-09,903.75
2010-07-12,905.0
2010-07-13,921.25
2010-07-14,921.25
2010-07-15,921.75
2010-07-16,891.0
2010-07-19,897.75
2010-07-20,909.25
2010-07-21,895.5
2010-07-22,919.0
2010-07-23,928.75
2010-07-26,940.5
2010-07-27,939.75
2010-07-28,932.5
2010-07-29,927.25
2010-07-30,927.75
2010-08-02,952.0
2010-08-03,946.5
2010-08-04,954.5
2010-08-05,953.25
2010-08-06,948.5
2010-08-09,954.25
2010-08-10,948.5
2010-08-11,917.25
2010-08-12,910.75
2010-08-13,907.25
2010-08-16,907.25
2010-08-17,920.25
2010-08-18,922.25
2010-08-19,903.5
2010-08-20,899.5
2010-08-23,895.5
2010-08-24,879.75
2010-08-25,883.5
2010-08-26,876.0
2010-08-27,892.75
2010-08-30,877.25
2010-08-31,876.75
2010-09-01,908.75
2010-09-02,918.75
2010-09-03,933.5
2010-09-07,920.75
2010-09-08,928.0
2010-09-09,933.25
2010-09-10,939.25
2010-09-13,951.25
2010-09-14,950.5
2010-09-15,955.0
2010-09-16,954.5
2010-09-17,954.5
2010-09-20,972.0
2010-09-21,969.75
2010-09-22,964.25
2010-09-23,954.5
2010-09-24,977.75
2010-09-27,973.0
2010-09-28,977.25
2010-09-29,974.25
2010-09-30,970.75
2010-10-01,975.75
2010-10-04,967.0
2010-10-05,990.25
2010-10-06,990.25
2010-10-07,988.75
2010-10-08,995.5
2010-10-11,996.25
2010-10-12,1000.25
2010-10-13,1008.75
2010-10-14,1005.0
2010-10-15,1007.25
2010-10-18,1015.5
2010-10-19,997.0
2010-10-20,1008.5
2010-10-21,1010.75
2010-10-22,1013.75
2010-10-25,1016.5
2010-10-26,1017.0
2010-10-27,1013.25
2010-10-28,1014.5
2010-10-29,1014.5
