Date,daily_average,daily_average_fintwit,daily_average_news,daily_average_politics,daily_average_trader,num_tweets
2012-02-24 15:45:00,-0.2881396160086401,-0.30028706960835955,-0.2974930884425484,-0.21901501052627367,-0.2857160715688819,0.8953741292918974
2012-02-27 15:45:00,-0.2569271749786363,-0.25794491454541707,-0.27076243443487974,-0.23285922261096972,-0.24330384643670125,0.9801796443145521
2012-02-28 15:45:00,-0.34390907213640265,-0.3590370487971384,-0.3598525650603754,-0.25657934780598435,-0.33489429540486754,0.9317543614794138
2012-02-29 15:45:00,-0.31178400759427055,-0.34867682087848745,-0.2739570023074619,-0.2304954506233452,-0.3470938607764412,1.1495187745696083
2012-03-01 15:45:00,-0.33818897517269186,-0.3665219484065963,-0.3225598867108201,-0.23432962180257919,-0.34668526392988763,0.9882262673298763
2012-03-02 15:45:00,-0.2753740205344242,-0.2917370319429451,-0.28171949117724177,-0.19210379317593881,-0.28418665861596865,0.9410873124464919
2012-03-05 15:45:00,-0.24282058901115894,-0.245238385320225,-0.24366843644871997,-0.2349127448233289,-0.21094701651108538,0.9960408397361233
2012-03-06 15:45:00,-0.3324810128720765,-0.3594325486233961,-0.30703337943585884,-0.28055671644860536,-0.3403360806778412,0.9321070242384824
2012-03-07 15:45:00,-0.2936479717037907,-0.3483833120255065,-0.2155086706315504,-0.23385259448392584,-0.3599566800375632,1.1295350653859506
2012-03-08 15:45:00,-0.318332832531641,-0.3424704187391857,-0.29942194961265906,-0.23076331286222013,-0.3316106072272858,0.9388819347677193
2012-03-09 15:45:00,-0.30132616309216903,-0.32666743107588675,-0.2667640783354899,-0.211071822521936,-0.32052293385616615,1.042326673795013
2012-03-12 15:45:00,-0.25994749522511035,-0.2711659389155912,-0.26995897959468595,-0.20862658289958944,-0.24568305758339673,0.9802189847072664
2012-03-13 15:45:00,-0.3234589177629222,-0.3291036810537558,-0.35955592737846254,-0.25136371086377635,-0.306470036542037,0.937780834988295
2012-03-14 15:45:00,-0.31606875918973154,-0.3585868962534255,-0.2392316911527103,-0.2574202807430418,-0.338231901091365,1.085918336336206
2012-03-15 15:45:00,-0.32003643695515227,-0.3496636915310607,-0.2723613791703199,-0.26399502569720856,-0.34227199855915924,0.9480822162949833
2012-03-16 15:45:00,-0.3159121222608808,-0.32770425984634144,-0.3489686858258853,-0.22184249275188178,-0.28395796502481185,0.8976197604477003
2012-03-19 15:45:00,-0.26232964340620124,-0.2653110279185187,-0.2934595679526502,-0.20705763197410923,-0.21625781120450402,0.9110422946738136
2012-03-20 15:45:00,-0.34452911694629695,-0.38017961711836756,-0.3191811914351877,-0.25245546474567276,-0.3628622002464769,0.8892320270696898
2012-03-21 15:45:00,-0.31597523666587746,-0.36255799223572577,-0.2416002261283011,-0.2624765648544019,-0.3582283523841027,1.0725851258036354
2012-03-22 15:45:00,-0.36024151006258104,-0.39075587557259,-0.36152240788611595,-0.23829684086640676,-0.37346618849439034,1.0546207116754571
2012-03-23 15:45:00,-0.31517221347553526,-0.3529317188411804,-0.27705100327354837,-0.20916550962108366,-0.3361393701822416,1.037783996421731
2012-03-26 15:45:00,-0.24853881431180377,-0.2672261420001401,-0.22961010957231207,-0.21628064844500708,-0.23232973627500328,0.975768168235891
2012-03-27 15:45:00,-0.3147998902053815,-0.32570227494492915,-0.32574689509073895,-0.26652600951047906,-0.2971348881941305,0.941402305737714
2012-03-28 15:45:00,-0.33148444997162824,-0.3593670914374305,-0.3111628970636014,-0.2574878017232997,-0.3528871814088839,0.9850772331400383
2012-03-29 15:45:00,-0.3347221217422244,-0.3624479990961176,-0.268013982069469,-0.3209446620789303,-0.3230590706837768,1.016019288969657
2012-03-30 15:45:00,-0.30072586815320707,-0.3319826279570421,-0.2835741037008714,-0.192633093781297,-0.2922310458428125,0.9837666566917214
2012-04-02 15:45:00,-0.25914615525450263,-0.2762106883139147,-0.26192688091204736,-0.19560034395978815,-0.24036391724211167,0.9006262048239807
2012-04-03 15:45:00,-0.31571172645565065,-0.3368480243522088,-0.29617700507851685,-0.252686942811719,-0.32784105397767815,0.8836717442564828
2012-04-04 15:45:00,-0.32798794781022383,-0.37582653989732817,-0.25792061571903124,-0.23201119692254643,-0.36471422088243177,1.1163283496745766
2012-04-05 15:45:00,-0.33855452457879304,-0.3599670014294096,-0.3368416819517482,-0.2614538044866946,-0.35338154113956993,0.8962833197300578
2012-04-09 15:45:00,-0.25503913067237854,-0.2582942572862763,-0.3054326743809218,-0.18374760472826085,-0.22046044687402885,0.8977811166595471
2012-04-10 15:45:00,-0.3550676375262706,-0.36453256147478147,-0.3577259187736819,-0.3151854103877435,-0.3476225392309613,0.9326030422338772
2012-04-11 15:45:00,-0.34778874057414333,-0.38642882459498934,-0.3242882742524548,-0.20814168068186548,-0.3641173545524226,1.0228196564885497
2012-04-12 15:45:00,-0.33497725423150415,-0.3524072843373405,-0.31730041707218076,-0.29172640077392176,-0.3259173771871802,0.9812776366544359
2012-04-13 15:45:00,-0.3321759693647438,-0.366588307356707,-0.2740608104971016,-0.25308238108610287,-0.34162827244411886,1.0004792418702801
2012-04-16 15:45:00,-0.24626591064136907,-0.26860425340304406,-0.24298720355008308,-0.1868004345605934,-0.23303954210012012,0.8961966876740436
2012-04-17 15:45:00,-0.2997841705638729,-0.32837414741516113,-0.2412203128891762,-0.2809147538014216,-0.32934966294737084,0.9791418453923932
2012-04-18 15:45:00,-0.3246496021197552,-0.34546407791760736,-0.32323122544311234,-0.23929778916919686,-0.32312157607655156,1.0126128321082
2012-04-19 15:45:00,-0.30543564717398436,-0.31796731405462686,-0.3489561487581128,-0.18750335076697788,-0.2813207258305274,0.9699124413624012
2012-04-20 15:45:00,-0.31030694880965826,-0.3257230299305435,-0.3335392861459599,-0.19267040267586708,-0.3123707968627227,1.0163226685725695
2012-04-23 15:45:00,-0.25476752675927894,-0.2710729945288311,-0.2680472488344813,-0.1750596203577366,-0.24330219811563775,0.9948388607791977
2012-04-24 15:45:00,-0.3356566895968368,-0.37358768296751976,-0.32074474600159514,-0.18317332991854723,-0.35374756566357535,0.9451484293659056
2012-04-25 15:45:00,-0.319237374575578,-0.3479346885497554,-0.30444381919336133,-0.19830760041904527,-0.3591415711173468,1.0978282191007094
2012-04-26 15:45:00,-0.29686616351659917,-0.33232799209369474,-0.2887270368731585,-0.15857994187156244,-0.3203252279273165,1.0529408372895037
2012-04-27 15:45:00,-0.30624739429684084,-0.3304428206082841,-0.3241872028740132,-0.16037494974490707,-0.30841702523132275,1.01431873487565
2012-04-30 15:45:00,-0.2606802660955722,-0.25544952616666966,-0.292858117655532,-0.23144804631962496,-0.18988858622076227,0.9112161560695192
2012-05-01 15:45:00,-0.3290460723236509,-0.33418373731042667,-0.31007308537911554,-0.33423057039166487,-0.31951581045680383,0.9378698891508903
2012-05-02 15:45:00,-0.3228803847200742,-0.3809951397795573,-0.23524214662332865,-0.23464400281881845,-0.3607457039794865,1.0616171054801298
2012-05-03 15:45:00,-0.3300805116749313,-0.3480328978926801,-0.3248692509890459,-0.2612956877663193,-0.31343409650322285,1.02112498496891
2012-05-04 15:45:00,-0.33537494775362475,-0.3519760519217128,-0.34705489168303677,-0.24148467972785412,-0.3472656287217924,1.04497068628578
2012-05-07 15:45:00,-0.23689007134984708,-0.251441314827683,-0.22403396652162574,-0.2014114024123561,-0.22299570461031068,1.0447562296037738
2012-05-08 15:45:00,-0.34861297861370544,-0.4032579599377365,-0.31893922483635045,-0.19559983060329775,-0.4104445707058637,0.9911697878727761
2012-05-09 15:45:00,-0.34412668655753964,-0.3770748456260565,-0.32457951730732465,-0.2455317942445387,-0.3635433528613302,1.087372406534166
2012-05-10 15:45:00,-0.33150994719687693,-0.3719979800162432,-0.2730052968835443,-0.2693163346428083,-0.36840176536849556,1.0813374523430015
2012-05-11 15:45:00,-0.3330517670657973,-0.36810196140153695,-0.31507127090814097,-0.22485687934550347,-0.3345735190773101,1.1430802712581762
2012-05-14 15:45:00,-0.2745851331869457,-0.3112395804682463,-0.24697920941523616,-0.18362576183161208,-0.2725745075987567,0.9524262833480093
2012-05-15 15:45:00,-0.34955830448881225,-0.3888173373472188,-0.296156071484691,-0.26246627843604897,-0.37368810711701067,1.1050834464059371
2012-05-16 15:45:00,-0.35418804689387245,-0.382934623443433,-0.3219347187860894,-0.2746320242174101,-0.3667941974992512,1.1498110376321982
2012-05-17 15:45:00,-0.3660322888640755,-0.4026652760948277,-0.3206432278744176,-0.2796905348337562,-0.3806170430485319,1.078061685541755
2012-05-18 15:45:00,-0.3513649915600032,-0.37533664314408816,-0.34157005101784893,-0.2553215664610001,-0.3486512089578762,1.190317916617054
2012-05-21 15:45:00,-0.23535825658851026,-0.2762205516901336,-0.2247117564272203,-0.10450873281558355,-0.22055924190665877,1.0647325884735908
2012-05-22 15:45:00,-0.3214418884372977,-0.3594742011948912,-0.29213567926724593,-0.19521224021344408,-0.3298920934833872,0.9766299465798799
2012-05-23 15:45:00,-0.3626183004280788,-0.39855346466780994,-0.3249768091131928,-0.2423605643933819,-0.38934127518108913,1.084403083340014
2012-05-24 15:45:00,-0.3530089414778541,-0.38618539873332064,-0.3324202146278851,-0.2095602287424317,-0.3550431714126757,1.0422089177872134
2012-05-25 15:45:00,-0.3039780712104824,-0.32778987716883423,-0.27611928611384423,-0.25238977359927023,-0.2857209901677238,1.0198365440370416
2012-05-29 15:45:00,-0.2584488941483346,-0.2705088270649994,-0.29607310232082146,-0.1590345117676953,-0.20449087150816198,0.9534528805799314
2012-05-30 15:45:00,-0.3614181256856883,-0.41354423134477547,-0.30645346375588045,-0.2354935938225599,-0.39041451242108893,1.0543130855613054
2012-05-31 15:45:00,-0.3718357309435361,-0.4127330012833657,-0.3050325591990977,-0.2666180597262436,-0.4030349239752012,1.0736446287807533
2012-06-01 15:45:00,-0.34856355782597215,-0.3982212258508529,-0.28529295226164453,-0.22539224852906897,-0.3666524383230605,1.1617308192618838
2012-06-04 15:45:00,-0.25767747381764367,-0.28093832385357254,-0.23997199753349338,-0.19881405467753643,-0.237960607047568,0.9603594534539694
2012-06-05 15:45:00,-0.32850324099163936,-0.3672276532285113,-0.28791258486857146,-0.21486876701766794,-0.33560558506509897,0.9128527885829627
2012-06-06 15:45:00,-0.3420123032068906,-0.38616943645723284,-0.28350742586271865,-0.25794336091356046,-0.36338719305900335,1.10076733326841
2012-06-07 15:45:00,-0.34615006806580234,-0.3641343118868457,-0.33134423430166104,-0.2894303473830223,-0.35332275627401577,1.063278252717329
2012-06-08 15:45:00,-0.2974104257145209,-0.3046615591900719,-0.3251864633349943,-0.22889733622046612,-0.2634188914256826,1.0137360066586882
2012-06-11 15:45:00,-0.26933274383017325,-0.2851314624204584,-0.28059584915986535,-0.18306622114754462,-0.24567565567567262,1.040012021658501
2012-06-12 15:45:00,-0.34685281750626573,-0.383874732913033,-0.31052151487851903,-0.21379350990393012,-0.35642066791966187,1.010348635492474
2012-06-13 15:45:00,-0.34216905017261917,-0.36109372019482083,-0.34120031193225864,-0.25302866093918447,-0.3328738554995111,0.9964096282537145
2012-06-14 15:45:00,-0.3426628594638603,-0.37504793750351423,-0.3175417908805282,-0.2505226239482773,-0.3609043153031389,1.0257432664114154
2012-06-15 15:45:00,-0.28817249311067306,-0.3164016793892589,-0.23906080187078182,-0.2463794295880656,-0.30815326139623517,1.0365636133453189
2012-06-18 15:45:00,-0.23156726398197472,-0.251069367735007,-0.21598570704538245,-0.18745696455592328,-0.21009131779656565,1.0234733899829453
2012-06-19 15:45:00,-0.3048797199234732,-0.3292208395738426,-0.28650418127716965,-0.21403577503741988,-0.30787237452226374,0.9800278655128198
2012-06-20 15:45:00,-0.32557703767417834,-0.3438560054500013,-0.3227320884601336,-0.25482219340198714,-0.3410647644231267,1.068914462676948
2012-06-21 15:45:00,-0.34684567959516255,-0.3658422770333432,-0.3532798282409969,-0.23639247851692607,-0.323891092531706,1.1205596663869606
2012-06-22 15:45:00,-0.332765724804353,-0.3451305481615178,-0.35015515721919205,-0.2304118769314453,-0.2947442183806441,0.9643655350034277
2012-06-25 15:45:00,-0.2416187692845569,-0.25287149515623847,-0.26589497677097046,-0.16652706527957026,-0.2113317527047751,0.9862070998991243
2012-06-26 15:45:00,-0.346686888169944,-0.3870897254474854,-0.3003208915446474,-0.249427995868001,-0.3743279041965619,1.0364913194582868
2012-06-27 15:45:00,-0.31673726305792743,-0.3365014347142233,-0.3079716347414872,-0.2380322902854624,-0.3215965229138502,0.9616774077863448
2012-06-28 15:45:00,-0.328118022742927,-0.37338807708496385,-0.2774539798175385,-0.24573713098534472,-0.3615556792393393,1.1140576899959755
2012-06-29 15:45:00,-0.27781656409783223,-0.306943350953237,-0.24613448504512692,-0.19394616365600403,-0.29197326183319094,1.1557023278453384
2012-07-02 15:45:00,-0.24453153906554742,-0.2609743816252076,-0.21988678248305069,-0.22711866166411326,-0.2142165223970754,0.9049253144350965
2012-07-05 15:45:00,-0.2866076019159236,-0.3187878413942326,-0.27014235969867467,-0.19526938192353285,-0.2593912739810431,1.2662864646557188
2012-07-06 15:45:00,-0.3121254197127127,-0.3583897982352115,-0.25414929187522745,-0.23685910050691952,-0.30868591917913946,0.9229642018883131
2012-07-09 15:45:00,-0.2590762308756531,-0.2944405139933224,-0.2261679441674858,-0.20534003828473227,-0.259984645160718,0.879165108815389
2012-07-10 15:45:00,-0.35317406306753774,-0.40550138932766755,-0.2980214156950167,-0.2171159903772052,-0.3987182973222726,0.8976799820578635
2012-07-11 15:45:00,-0.35565373160457914,-0.40284717310990753,-0.3280336219488639,-0.20621213684977152,-0.3951329472054019,0.95406126154653
2012-07-12 15:45:00,-0.3852636636036422,-0.4314960741052126,-0.33667130298389997,-0.242153503284148,-0.42620157866573655,0.9753095817484891
2012-07-13 15:45:00,-0.349587996130851,-0.35544518245033846,-0.390129330147968,-0.25637233136063914,-0.3379377090006614,0.9679812722335348
2012-07-16 15:45:00,-0.3036362972404115,-0.3204653891694442,-0.31231186345771506,-0.243458805669818,-0.30695912836774386,0.8595215201298854
2012-07-17 15:45:00,-0.37218854241791505,-0.4092269727430401,-0.3310738745766381,-0.2585944626967944,-0.3871425917515388,0.9429002287261803
2012-07-18 15:45:00,-0.3580717363737286,-0.39170395157863996,-0.3205447293259993,-0.28443380483255093,-0.38443259226770815,1.0272207352431026
2012-07-19 15:45:00,-0.3770676974697263,-0.3939579368516523,-0.38086018775422886,-0.3019387966630886,-0.37704370880635985,1.061368224346287
2012-07-20 15:45:00,-0.34851619374796167,-0.35961418734441064,-0.35720427887408496,-0.2887637253459283,-0.3328041979239637,0.9935987020265159
2012-07-23 15:45:00,-0.3449374775795291,-0.35529642882131723,-0.3630376165386808,-0.2835053476507607,-0.3289535511570573,0.832038974132034
2012-07-24 15:45:00,-0.33814641160794334,-0.37018161714793396,-0.3139183969407046,-0.25240815125013655,-0.344406418928795,0.8904619681761107
2012-07-25 15:45:00,-0.39311167513838396,-0.4416567228549346,-0.3148545817112149,-0.3106628875003701,-0.4272905990134838,1.0158526425169931
2012-07-26 15:45:00,-0.3494515111067319,-0.39628577114594454,-0.26586635057534885,-0.290261269219314,-0.38454398477818913,0.9999229204745352
2012-07-27 15:45:00,-0.31914204525833206,-0.3563599830467096,-0.2555687374863109,-0.24233031482027287,-0.3355771855573879,0.9492203343059729
2012-07-30 15:45:00,-0.24485433985309477,-0.2793679479648942,-0.23334073838038838,-0.16664068645044255,-0.2553901220205475,0.9475082616121968
2012-07-31 15:45:00,-0.3139122454499386,-0.36137835895442866,-0.28137141379612507,-0.20044027927490693,-0.3325731029286202,0.8921086667544879
2012-08-01 15:45:00,-0.3372674570703993,-0.38191658577118665,-0.30002204656834236,-0.2198453662738104,-0.3749294861691327,0.9363651507579543
2012-08-02 15:45:00,-0.3751972430061769,-0.4119241965483328,-0.35577811415161564,-0.2260793687159176,-0.411362435561863,1.1375705728995638
2012-08-03 15:45:00,-0.3022692084246975,-0.3232605710234902,-0.2909371240383658,-0.23412357103012796,-0.31231732700193915,0.9877413755695379
2012-08-06 15:45:00,-0.23927994487037035,-0.23970017063301632,-0.2581511795838674,-0.21266745781548008,-0.21979298160289973,0.8601092418296367
2012-08-07 15:45:00,-0.3203932552569885,-0.3628540081440224,-0.2648980231342202,-0.23045801507582186,-0.3402189047244982,0.830323889368419
2012-08-08 15:45:00,-0.31700174396289765,-0.36594106426940326,-0.24626439425756697,-0.22855620820130876,-0.37563263520431645,0.9169294069596824
2012-08-09 15:45:00,-0.3455884235404398,-0.3860790967820871,-0.27176136237455367,-0.28820880283810413,-0.3836177289874996,0.8652736962657955
2012-08-10 15:45:00,-0.3078843638071103,-0.35160115520462737,-0.27419818493530435,-0.16802826920024433,-0.3375207377780698,0.9182411608458023
2012-08-13 15:45:00,-0.21226926709208013,-0.2517601859431735,-0.15053370000570018,-0.2049486760219024,-0.23821921056086337,1.019628810043614
2012-08-14 15:45:00,-0.3420124459518875,-0.38358364259374556,-0.30007881554453053,-0.24826258644287144,-0.36355693478496465,0.8348292477051313
2012-08-15 15:45:00,-0.34924323602272805,-0.39360895132125145,-0.29767661283136404,-0.2646476546074751,-0.3914702384567929,0.9125358824907431
2012-08-16 15:45:00,-0.37368510334136845,-0.3940391372411679,-0.3538760570565821,-0.31770629032004266,-0.3859214576505529,0.9523173717038913
2012-08-17 15:45:00,-0.335208491078439,-0.3442395370563062,-0.37128206970644934,-0.2455650305747986,-0.3120546965002339,0.9468542561364528
2012-08-20 15:45:00,-0.28751076516500745,-0.3050168021398919,-0.28177531560821084,-0.2379565623498732,-0.2970918931333496,0.8198523903065327
2012-08-21 15:45:00,-0.354655476102144,-0.3556373858900202,-0.3740492611832451,-0.3218363371282486,-0.3382395836424314,0.9012821564285519
2012-08-22 15:45:00,-0.3697496550076009,-0.39673287699041115,-0.35142270349106697,-0.2937466829692414,-0.3677516217192112,0.9481732919879226
2012-08-23 15:45:00,-0.3511422383391596,-0.38770921109228945,-0.3211221398763748,-0.22388954367698538,-0.34983377268634847,1.006980258387046
2012-08-24 15:45:00,-0.33843697548419155,-0.34371941309552656,-0.35412239972733855,-0.29224223305631764,-0.3105787976031082,0.927110061993708
2012-08-27 15:45:00,-0.2690650220750975,-0.2860793439737791,-0.25993142509843997,-0.23873514350619526,-0.2728612318377622,0.8812429343068324
2012-08-28 15:45:00,-0.3440319544156191,-0.3934462288616829,-0.29581451143554743,-0.2285354762458644,-0.38662743371454256,0.8653072042342212
2012-08-29 15:45:00,-0.2564959766228563,-0.32302157889575145,-0.1564398905564142,-0.21835503728073155,-0.3504706909573409,1.090706444811783
2012-08-30 15:45:00,-0.2662661631918255,-0.3247303312989168,-0.21170846124490103,-0.17269207541208106,-0.3088250643898996,1.0745591288857534
2012-08-31 15:45:00,-0.26489179204367236,-0.3245354393298524,-0.16969335904025068,-0.21043591790082977,-0.3368926608556054,1.229007737922066
2012-09-04 15:45:00,-0.27090575754331897,-0.30772208225578607,-0.2379656271986088,-0.21665397684273074,-0.2903554491933503,0.9573165365011403
2012-09-05 15:45:00,-0.32339987178195945,-0.39329530383378253,-0.21519649774933422,-0.24005355181122265,-0.399183026338965,1.173646521683803
2012-09-06 15:45:00,-0.29613992051662114,-0.35768345196348533,-0.182433725547529,-0.2475473644995323,-0.3507115581785569,1.3617253787830488
2012-09-07 15:45:00,-0.2703876664167715,-0.3367550216304962,-0.16870913939868531,-0.19014237298877962,-0.3599342745415496,1.4269486236733868
2012-09-10 15:45:00,-0.26578358790581363,-0.2622233835241897,-0.29410290944835416,-0.23860074086583777,-0.24068276371274674,0.9429838268983225
2012-09-11 15:45:00,-0.32649726482376934,-0.36019213335148387,-0.28222098000851953,-0.2532388224540054,-0.36657201330092215,0.9782456991640947
2012-09-12 15:45:00,-0.3444671151440105,-0.3456742637964256,-0.3881425485672144,-0.28499457908950687,-0.331255078769776,1.1991556632539628
2012-09-13 15:45:00,-0.35312968727385285,-0.37764304620164996,-0.3340757468969804,-0.3000509157218143,-0.36795620851113764,1.0751267625628413
2012-09-14 15:45:00,-0.3256896640454813,-0.34315820288227805,-0.329838536569186,-0.23298693655749075,-0.345514247942893,1.3409526236383806
2012-09-17 15:45:00,-0.28139511522251764,-0.2739070694148876,-0.3234284989892012,-0.24865130501455476,-0.2485922389181425,0.9321285441562057
2012-09-18 15:45:00,-0.369990248078042,-0.4080230821899435,-0.34442633705374637,-0.26982302679247344,-0.38841582293710497,0.9229830088450512
2012-09-19 15:45:00,-0.312540871128553,-0.3332166098894117,-0.28870369046710437,-0.2625539342135084,-0.34171892111490304,1.0006721544206965
2012-09-20 15:45:00,-0.3421029817805719,-0.38705700227943207,-0.30733204037946005,-0.20353692542784388,-0.38435463836203204,1.0252683128583373
2012-09-21 15:45:00,-0.3238269719036503,-0.3420646326720629,-0.3448270101199108,-0.21574488290842028,-0.34443172563259966,0.9998813718658178
2012-09-24 15:45:00,-0.27487753617842464,-0.27418632019380446,-0.30017108193073017,-0.24556501076402834,-0.2508803596586781,0.9846666579705986
2012-09-25 15:45:00,-0.32709423662382714,-0.37267743130199965,-0.2779574526947752,-0.2091619120589618,-0.3879950628541305,0.9444814096483902
2012-09-26 15:45:00,-0.3361970181452226,-0.36578769152385193,-0.3156698966323401,-0.22092144443288028,-0.36569106084883196,1.0012390635917707
2012-09-27 15:45:00,-0.3379267738412599,-0.3809784557139641,-0.2752225660711605,-0.24105385921580225,-0.35774812551634333,0.980503587297919
2012-09-28 15:45:00,-0.31270529550065174,-0.32394670421397176,-0.3176339823643592,-0.24899021210995587,-0.29947237864390025,1.084001677944831
2012-10-01 15:45:00,-0.2546137588928669,-0.2687550667458992,-0.24794408128145204,-0.21464646285678543,-0.2508101385139682,0.939137161627766
2012-10-02 15:45:00,-0.34771957351994826,-0.3702466208267727,-0.3552456202421213,-0.23650827981509245,-0.36097562549476814,0.9988365636016683
2012-10-03 15:45:00,-0.3179589802566262,-0.3333960862310361,-0.3056172236190634,-0.27242451724945405,-0.34300394332229994,1.0024054211372027
2012-10-04 15:45:00,-0.3229536394454353,-0.3706217486181976,-0.2604697199323965,-0.2654492301359785,-0.3556777045856574,1.4290678332216442
2012-10-05 15:45:00,-0.3104529003302256,-0.3201274441015238,-0.3182485931600532,-0.2361198612292048,-0.298841516120695,1.1136137659544245
2012-10-08 15:45:00,-0.25537905112419307,-0.27839470563881524,-0.2427191711760856,-0.2081811550752908,-0.25794490410073456,0.9547510398578525
2012-10-09 15:45:00,-0.32316958830381853,-0.36590115784995275,-0.28866939996246394,-0.20040230912765736,-0.38535705510909124,0.960791601788136
